clu_41642 ENSG00000227232.5
clu_44448 ENSG00000275131.2
clu_44461 ENSG00000273136.6
clu_44447 ENSG00000273136.6
clu_44438 ENSG00000273136.6
clu_44443 ENSG00000273136.6
clu_44464 ENSG00000226067.6
clu_44470 ENSG00000171943.11
clu_44468 ENSG00000171943.11
clu_44467 ENSG00000188610.12
clu_44466 ENSG00000188610.12
clu_44472 ENSG00000277702.1
clu_44474 ENSG00000263513.5
clu_44477 ENSG00000232527.7
clu_44480 ENSG00000266338.6
clu_44479 ENSG00000266338.6
clu_44478 ENSG00000266338.6
clu_44483 ENSG00000196369.10
clu_44484 ENSG00000196369.10
clu_44481 ENSG00000196369.10
clu_44485 ENSG00000272419.6
clu_44495 ENSG00000117262.18
clu_44508 ENSG00000265491.4
clu_44507 ENSG00000265491.4
clu_44511 ENSG00000186141.8
clu_44509 ENSG00000186141.8
clu_44513 ENSG00000186141.8
clu_44510 ENSG00000186141.8
clu_44512 ENSG00000186364.11
clu_44520 ENSG00000131788.15
clu_44519 ENSG00000131788.15
clu_44518 ENSG00000131788.15
clu_44517 ENSG00000131788.15
clu_44516 ENSG00000131788.15
clu_44514 ENSG00000131788.15
clu_44527 ENSG00000143127.12
clu_44528 ENSG00000143127.12
clu_44529 ENSG00000143127.12
clu_44531 ENSG00000143127.12
clu_44532 ENSG00000143127.12
clu_44526 ENSG00000143127.12
clu_44533 ENSG00000143127.12
clu_44525 ENSG00000143127.12
clu_44522 ENSG00000143127.12
clu_44523 ENSG00000143127.12
clu_44524 ENSG00000143127.12
clu_44534 ENSG00000131779.10
clu_44535 ENSG00000131779.10
clu_44536 ENSG00000265241.6
clu_44538 ENSG00000271601.3
clu_44537 ENSG00000121851.12
clu_44541 ENSG00000233396.7
clu_44545 ENSG00000271425.7
clu_44544 ENSG00000271425.7
clu_44542 ENSG00000271425.7
clu_44546 ENSG00000264343.5
clu_44561 ENSG00000268043.7
clu_44560 ENSG00000268043.7
clu_44559 ENSG00000268043.7
clu_44558 ENSG00000268043.7
clu_44557 ENSG00000268043.7
clu_44556 ENSG00000268043.7
clu_44563 ENSG00000131791.7
clu_44562 ENSG00000131791.7
clu_44567 ENSG00000131778.18
clu_44568 ENSG00000131778.18
clu_44565 ENSG00000131778.18
clu_44566 ENSG00000131778.18
clu_44569 ENSG00000131781.12
clu_44570 ENSG00000131781.12
clu_44572 ENSG00000116128.10
clu_44574 ENSG00000116128.10
clu_44577 ENSG00000116128.10
clu_44580 ENSG00000162836.11
clu_44579 ENSG00000162836.11
clu_44578 ENSG00000162836.11
clu_44573 ENSG00000162836.11
clu_44581 ENSG00000188092.14
clu_44585 ENSG00000188092.14
clu_44592 ENSG00000263956.6
clu_44590 ENSG00000263956.6
clu_44589 ENSG00000263956.6
clu_44602 ENSG00000274020.2
clu_44613 ENSG00000270629.5
clu_44612 ENSG00000270629.5
clu_44609 ENSG00000270629.5
clu_44631 ENSG00000178104.19
clu_44628 ENSG00000178104.19
clu_44629 ENSG00000178104.19
clu_44630 ENSG00000178104.19
clu_44632 ENSG00000178104.19
clu_44627 ENSG00000178104.19
clu_44633 ENSG00000178104.19
clu_44634 ENSG00000178104.19
clu_44635 ENSG00000178104.19
clu_44619 ENSG00000178104.19
clu_44626 ENSG00000178104.19
clu_44620 ENSG00000178104.19
clu_44621 ENSG00000178104.19
clu_44623 ENSG00000178104.19
clu_44624 ENSG00000178104.19
clu_44616 ENSG00000269713.7
clu_44617 ENSG00000269713.7
clu_44638 ENSG00000269713.7
clu_44615 ENSG00000269713.7
clu_44639 ENSG00000269713.7
clu_44612 ENSG00000269713.7
clu_44637 ENSG00000269713.7
clu_44642 ENSG00000274265.4
clu_44641 ENSG00000215861.5
clu_44642 ENSG00000274423.1
clu_44643 ENSG00000277147.4
clu_44643 ENSG00000275557.1
clu_44652 ENSG00000178096.8
clu_44656 ENSG00000159164.9
clu_44654 ENSG00000159164.9
clu_44660 ENSG00000014914.20
clu_44661 ENSG00000014914.20
clu_44659 ENSG00000014914.20
clu_44663 ENSG00000264522.5
clu_44665 ENSG00000264522.5
clu_44664 ENSG00000264522.5
clu_44662 ENSG00000264522.5
clu_44672 ENSG00000136631.12
clu_44671 ENSG00000136631.12
clu_44668 ENSG00000136631.12
clu_44670 ENSG00000136631.12
clu_44669 ENSG00000136631.12
clu_44672 ENSG00000023902.13
clu_44673 ENSG00000023902.13
clu_44674 ENSG00000023902.13
clu_44675 ENSG00000143401.14
clu_44680 ENSG00000118292.8
clu_44679 ENSG00000118292.8
clu_44676 ENSG00000117362.12
clu_44681 ENSG00000159208.15
clu_44682 ENSG00000266472.5
clu_44684 ENSG00000117360.12
clu_44685 ENSG00000117360.12
clu_44686 ENSG00000117360.12
clu_44687 ENSG00000117360.12
clu_44688 ENSG00000117360.12
clu_44691 ENSG00000163125.15
clu_44690 ENSG00000163125.15
clu_44689 ENSG00000163125.15
clu_44697 ENSG00000143374.16
clu_44696 ENSG00000143374.16
clu_44695 ENSG00000143374.16
clu_44694 ENSG00000143374.16
clu_44693 ENSG00000143374.16
clu_44700 ENSG00000143369.14
clu_44710 ENSG00000143382.14
clu_44712 ENSG00000143382.14
clu_44711 ENSG00000143382.14
clu_44709 ENSG00000143382.14
clu_44708 ENSG00000143382.14
clu_44706 ENSG00000143382.14
clu_44705 ENSG00000143382.14
clu_44701 ENSG00000143384.12
clu_44703 ENSG00000143420.18
clu_44702 ENSG00000143420.18
clu_44714 ENSG00000143457.10
clu_44715 ENSG00000143457.10
clu_44717 ENSG00000143387.12
clu_44718 ENSG00000143437.20
clu_44725 ENSG00000143437.20
clu_44724 ENSG00000143437.20
clu_44723 ENSG00000143437.20
clu_44722 ENSG00000143437.20
clu_44721 ENSG00000143437.20
clu_44720 ENSG00000143437.20
clu_44719 ENSG00000143437.20
clu_44728 ENSG00000143379.12
clu_44727 ENSG00000143379.12
clu_44726 ENSG00000143379.12
clu_44729 ENSG00000143418.19
clu_44735 ENSG00000143409.15
clu_44732 ENSG00000143409.15
clu_44734 ENSG00000143409.15
clu_44736 ENSG00000143363.15
clu_44737 ENSG00000143363.15
clu_44739 ENSG00000143443.9
clu_44741 ENSG00000213190.3
clu_44742 ENSG00000197622.12
clu_44747 ENSG00000143458.11
clu_44746 ENSG00000143458.11
clu_44745 ENSG00000143458.11
clu_44744 ENSG00000143458.11
clu_44754 ENSG00000143434.15
clu_44753 ENSG00000143434.15
clu_44752 ENSG00000143434.15
clu_44750 ENSG00000143434.15
clu_44749 ENSG00000143434.15
clu_44748 ENSG00000143434.15
clu_44758 ENSG00000163155.11
clu_44757 ENSG00000163156.11
clu_44755 ENSG00000163156.11
clu_44759 ENSG00000163157.14
clu_44759 ENSG00000163159.12
clu_44760 ENSG00000163159.12
clu_44762 ENSG00000143398.19
clu_44763 ENSG00000143398.19
clu_44764 ENSG00000143398.19
clu_44767 ENSG00000159352.15
clu_44766 ENSG00000159352.15
clu_44765 ENSG00000159352.15
clu_44771 ENSG00000143373.17
clu_44772 ENSG00000143373.17
clu_44774 ENSG00000143393.16
clu_44773 ENSG00000143393.16
clu_44779 ENSG00000143390.17
clu_44778 ENSG00000143390.17
clu_44777 ENSG00000143390.17
clu_44776 ENSG00000143390.17
clu_44782 ENSG00000143416.20
clu_44780 ENSG00000143416.20
clu_44781 ENSG00000143416.20
clu_44787 ENSG00000143442.21
clu_44788 ENSG00000143442.21
clu_44784 ENSG00000143442.21
clu_44785 ENSG00000143442.21
clu_44783 ENSG00000143442.21
clu_44792 ENSG00000143367.15
clu_44791 ENSG00000143367.15
clu_44790 ENSG00000143367.15
clu_44789 ENSG00000143367.15
clu_44796 ENSG00000143376.12
clu_44794 ENSG00000143376.12
clu_44795 ENSG00000143376.12
clu_44793 ENSG00000143376.12
clu_44801 ENSG00000143450.16
clu_44800 ENSG00000143450.16
clu_44799 ENSG00000143436.10
clu_44798 ENSG00000143436.10
clu_44797 ENSG00000143436.10
clu_44802 ENSG00000182134.15
clu_44808 ENSG00000159445.12
clu_44807 ENSG00000159445.12
clu_44814 ENSG00000163209.14
clu_44821 ENSG00000196420.7
clu_44826 ENSG00000188015.9
clu_44825 ENSG00000196154.11
clu_44824 ENSG00000196154.11
clu_44827 ENSG00000188643.10
clu_44830 ENSG00000189171.14
clu_44832 ENSG00000189171.14
clu_44838 ENSG00000160679.12
clu_44835 ENSG00000272030.1
clu_44840 ENSG00000169418.9
clu_44849 ENSG00000143624.13
clu_44848 ENSG00000143624.13
clu_44847 ENSG00000143624.13
clu_44846 ENSG00000143624.13
clu_44845 ENSG00000143624.13
clu_44844 ENSG00000143624.13
clu_44842 ENSG00000143624.13
clu_44853 ENSG00000143554.13
clu_44852 ENSG00000143554.13
clu_44851 ENSG00000143554.13
clu_44857 ENSG00000143614.9
clu_44858 ENSG00000143614.9
clu_44856 ENSG00000143614.9
clu_44855 ENSG00000143614.9
clu_44854 ENSG00000143614.9
clu_44865 ENSG00000198837.9
clu_44863 ENSG00000198837.9
clu_44862 ENSG00000198837.9
clu_44861 ENSG00000198837.9
clu_44860 ENSG00000198837.9
clu_44869 ENSG00000160741.16
clu_44868 ENSG00000160741.16
clu_44867 ENSG00000160741.16
clu_44866 ENSG00000160741.16
clu_44869 ENSG00000143570.17
clu_44870 ENSG00000143570.17
clu_44874 ENSG00000143578.15
clu_44873 ENSG00000143578.15
clu_44872 ENSG00000143578.15
clu_44876 ENSG00000143545.8
clu_44877 ENSG00000177954.11
clu_44878 ENSG00000143549.19
clu_44882 ENSG00000143569.18
clu_44886 ENSG00000143569.18
clu_44885 ENSG00000143569.18
clu_44883 ENSG00000143569.18
clu_44881 ENSG00000143569.18
clu_44880 ENSG00000143612.19
clu_44879 ENSG00000143612.19
clu_44887 ENSG00000143575.14
clu_44888 ENSG00000143575.14
clu_44894 ENSG00000143515.16
clu_44895 ENSG00000143515.16
clu_44892 ENSG00000143515.16
clu_44891 ENSG00000143515.16
clu_44890 ENSG00000143515.16
clu_44889 ENSG00000143515.16
clu_44897 ENSG00000160712.12
clu_44898 ENSG00000160712.12
clu_44901 ENSG00000160710.15
clu_44903 ENSG00000160710.15
clu_44902 ENSG00000160710.15
clu_44905 ENSG00000163346.16
clu_44909 ENSG00000160691.18
clu_44908 ENSG00000160691.18
clu_44907 ENSG00000160691.18
clu_44906 ENSG00000160691.18
clu_44910 ENSG00000173207.12
clu_44911 ENSG00000160688.18
clu_44912 ENSG00000160688.18
clu_44915 ENSG00000160685.13
clu_44919 ENSG00000232093.1
clu_44926 ENSG00000143537.13
clu_44922 ENSG00000143537.13
clu_44925 ENSG00000143537.13
clu_44924 ENSG00000143537.13
clu_44923 ENSG00000143537.13
clu_44927 ENSG00000243364.7
clu_44927 ENSG00000143590.13
clu_44929 ENSG00000143590.13
clu_44931 ENSG00000169241.17
clu_44932 ENSG00000169241.17
clu_44933 ENSG00000179085.7
clu_44934 ENSG00000163463.11
clu_44940 ENSG00000163462.17
clu_44939 ENSG00000163462.17
clu_44938 ENSG00000163462.17
clu_44935 ENSG00000163462.17
clu_44941 ENSG00000185499.16
clu_44944 ENSG00000185499.16
clu_44956 ENSG00000169231.13
clu_44960 ENSG00000169231.13
clu_44957 ENSG00000169231.13
clu_44958 ENSG00000169231.13
clu_44959 ENSG00000169231.13
clu_44954 ENSG00000169231.13
clu_44953 ENSG00000169231.13
clu_44945 ENSG00000169231.13
clu_44948 ENSG00000169231.13
clu_44949 ENSG00000169231.13
clu_44952 ENSG00000169231.13
clu_44951 ENSG00000169231.13
clu_44955 ENSG00000173171.14
clu_44961 ENSG00000173171.14
clu_44968 ENSG00000160766.14
clu_44967 ENSG00000160766.14
clu_44966 ENSG00000160766.14
clu_44963 ENSG00000160766.14
clu_44962 ENSG00000160766.14
clu_44970 ENSG00000177628.15
clu_44969 ENSG00000177628.15
clu_44965 ENSG00000177628.15
clu_44972 ENSG00000160767.20
clu_44971 ENSG00000160767.20
clu_44976 ENSG00000116521.10
clu_44977 ENSG00000116521.10
clu_44974 ENSG00000116521.10
clu_44975 ENSG00000116521.10
clu_44979 ENSG00000176444.18
clu_44983 ENSG00000176444.18
clu_44982 ENSG00000176444.18
clu_44980 ENSG00000176444.18
clu_44978 ENSG00000176444.18
clu_44989 ENSG00000160752.14
clu_44987 ENSG00000160752.14
clu_44986 ENSG00000160752.14
clu_44995 ENSG00000160753.15
clu_44997 ENSG00000160753.15
clu_44996 ENSG00000160753.15
clu_44992 ENSG00000160753.15
clu_44993 ENSG00000160753.15
clu_44994 ENSG00000160753.15
clu_45003 ENSG00000116539.12
clu_45006 ENSG00000116539.12
clu_45005 ENSG00000116539.12
clu_45004 ENSG00000116539.12
clu_45000 ENSG00000116539.12
clu_45002 ENSG00000116539.12
clu_45001 ENSG00000116539.12
clu_44999 ENSG00000116539.12
clu_44998 ENSG00000116539.12
clu_45019 ENSG00000125459.14
clu_45018 ENSG00000125459.14
clu_45017 ENSG00000125459.14
clu_45016 ENSG00000125459.14
clu_45015 ENSG00000125459.14
clu_45024 ENSG00000132676.15
clu_45025 ENSG00000132676.15
clu_45026 ENSG00000132676.15
clu_45027 ENSG00000132676.15
clu_45010 ENSG00000163374.19
clu_45011 ENSG00000163374.19
clu_45009 ENSG00000163374.19
clu_45031 ENSG00000203761.5
clu_45032 ENSG00000203761.5
clu_45039 ENSG00000116580.18
clu_45038 ENSG00000116580.18
clu_45037 ENSG00000116580.18
clu_45035 ENSG00000116580.18
clu_45036 ENSG00000116580.18
clu_45034 ENSG00000116580.18
clu_45023 ENSG00000116580.18
clu_45021 ENSG00000116580.18
clu_45041 ENSG00000132718.8
clu_45040 ENSG00000132718.8
clu_45042 ENSG00000143622.10
clu_45043 ENSG00000143622.10
clu_45047 ENSG00000132680.10
clu_45046 ENSG00000132680.10
clu_45045 ENSG00000132680.10
clu_45055 ENSG00000116584.17
clu_45059 ENSG00000116584.17
clu_45056 ENSG00000116584.17
clu_45052 ENSG00000116584.17
clu_45051 ENSG00000116584.17
clu_45048 ENSG00000116584.17
clu_45049 ENSG00000116584.17
clu_45050 ENSG00000116584.17
clu_45054 ENSG00000116584.17
clu_45061 ENSG00000163479.13
clu_45065 ENSG00000160803.7
clu_45064 ENSG00000160803.7
clu_45063 ENSG00000160803.7
clu_45062 ENSG00000160803.7
clu_45066 ENSG00000116586.11
clu_45073 ENSG00000196189.12
clu_45074 ENSG00000196189.12
clu_45068 ENSG00000160783.19
clu_45069 ENSG00000160783.19
clu_45069 ENSG00000242252.1
clu_45077 ENSG00000160781.15
clu_45078 ENSG00000160781.15
clu_45083 ENSG00000198952.8
clu_45082 ENSG00000198952.8
clu_45081 ENSG00000198952.8
clu_45080 ENSG00000198952.8
clu_45079 ENSG00000198952.8
clu_45088 ENSG00000198715.11
clu_45087 ENSG00000198715.11
clu_45086 ENSG00000198715.11
clu_45089 ENSG00000163468.14
clu_45097 ENSG00000116604.17
clu_45096 ENSG00000116604.17
clu_45095 ENSG00000116604.17
clu_45094 ENSG00000116604.17
clu_45105 ENSG00000183856.10
clu_45106 ENSG00000183856.10
clu_45107 ENSG00000183856.10
clu_45109 ENSG00000183856.10
clu_45110 ENSG00000183856.10
clu_45108 ENSG00000183856.10
clu_45103 ENSG00000183856.10
clu_45104 ENSG00000183856.10
clu_45102 ENSG00000183856.10
clu_45101 ENSG00000183856.10
clu_45099 ENSG00000183856.10
clu_45098 ENSG00000183856.10
clu_45113 ENSG00000163382.11
clu_45112 ENSG00000163382.11
clu_45111 ENSG00000163382.11
clu_45116 ENSG00000160818.16
clu_45115 ENSG00000160818.16
clu_45114 ENSG00000160818.16
clu_45121 ENSG00000132688.10
clu_45125 ENSG00000143320.8
clu_45125 ENSG00000223356.1
clu_45124 ENSG00000143303.11
clu_45123 ENSG00000143303.11
clu_45122 ENSG00000143303.11
clu_45128 ENSG00000143314.12
clu_45127 ENSG00000143314.12
clu_45129 ENSG00000143294.14
clu_45130 ENSG00000143294.14
clu_45119 ENSG00000143321.18
clu_45118 ENSG00000143321.18
clu_45138 ENSG00000187800.13
clu_45137 ENSG00000187800.13
clu_45136 ENSG00000187800.13
clu_45135 ENSG00000187800.13
clu_45134 ENSG00000187800.13
clu_45132 ENSG00000187800.13
clu_45153 ENSG00000132694.18
clu_45152 ENSG00000132694.18
clu_45151 ENSG00000132694.18
clu_45150 ENSG00000132694.18
clu_45147 ENSG00000132694.18
clu_45146 ENSG00000132694.18
clu_45145 ENSG00000132694.18
clu_45144 ENSG00000132694.18
clu_45143 ENSG00000132694.18
clu_45142 ENSG00000132694.18
clu_45155 ENSG00000117036.11
clu_45154 ENSG00000117036.11
clu_45158 ENSG00000183853.17
clu_45160 ENSG00000183853.17
clu_45159 ENSG00000183853.17
clu_45156 ENSG00000183853.17
clu_45157 ENSG00000183853.17
clu_45161 ENSG00000158473.6
clu_45162 ENSG00000158473.6
clu_45164 ENSG00000163565.18
clu_45168 ENSG00000163565.18
clu_45166 ENSG00000163565.18
clu_45170 ENSG00000162706.12
clu_45171 ENSG00000162706.12
clu_45173 ENSG00000228560.1
clu_45181 ENSG00000158716.8
clu_45182 ENSG00000158716.8
clu_45187 ENSG00000188004.9
clu_45195 ENSG00000158710.14
clu_45197 ENSG00000224259.6
clu_45202 ENSG00000162729.13
clu_45201 ENSG00000162729.13
clu_45204 ENSG00000162734.12
clu_45207 ENSG00000132716.18
clu_45205 ENSG00000132716.18
clu_45206 ENSG00000132716.18
clu_45211 ENSG00000162735.18
clu_45210 ENSG00000162735.18
clu_45209 ENSG00000162735.18
clu_45214 ENSG00000122218.14
clu_45215 ENSG00000122218.14
clu_45217 ENSG00000162736.15
clu_45216 ENSG00000162736.15
clu_45218 ENSG00000158769.17
clu_45218 ENSG00000215845.10
clu_45221 ENSG00000158773.14
clu_45223 ENSG00000158773.14
clu_45222 ENSG00000158773.14
clu_45220 ENSG00000158773.14
clu_45219 ENSG00000158773.14
clu_45226 ENSG00000143256.4
clu_45229 ENSG00000158793.13
clu_45231 ENSG00000158793.13
clu_45236 ENSG00000158796.16
clu_45233 ENSG00000158796.16
clu_45235 ENSG00000158796.16
clu_45234 ENSG00000158796.16
clu_45240 ENSG00000143222.11
clu_45241 ENSG00000143222.11
clu_45246 ENSG00000143258.15
clu_45245 ENSG00000143258.15
clu_45244 ENSG00000143258.15
clu_45243 ENSG00000143258.15
clu_45242 ENSG00000143258.15
clu_45248 ENSG00000143224.17
clu_45250 ENSG00000143224.17
clu_45249 ENSG00000143224.17
clu_45247 ENSG00000143224.17
clu_45237 ENSG00000158850.14
clu_45255 ENSG00000158864.12
clu_45252 ENSG00000158864.12
clu_45253 ENSG00000158859.9
clu_45259 ENSG00000158882.14
clu_45258 ENSG00000158882.14
clu_45260 ENSG00000158882.14
clu_45257 ENSG00000158882.14
clu_45262 ENSG00000158887.15
clu_45264 ENSG00000158887.15
clu_45266 ENSG00000143252.14
clu_45265 ENSG00000143252.14
clu_45268 ENSG00000132185.16
clu_45271 ENSG00000162746.14
clu_45270 ENSG00000162746.14
clu_45273 ENSG00000081721.11
clu_45274 ENSG00000081721.11
clu_45277 ENSG00000118217.5
clu_45276 ENSG00000118217.5
clu_45275 ENSG00000118217.5
clu_45280 ENSG00000162745.10
clu_45281 ENSG00000162745.10
clu_45282 ENSG00000162745.10
clu_45283 ENSG00000162745.10
clu_45286 ENSG00000152332.15
clu_45285 ENSG00000152332.15
clu_45288 ENSG00000117143.13
clu_45289 ENSG00000117143.13
clu_45290 ENSG00000162733.16
clu_45291 ENSG00000162733.16
clu_45292 ENSG00000162733.16
clu_45293 ENSG00000162733.16
clu_45294 ENSG00000162733.16
clu_45295 ENSG00000162733.16
clu_45299 ENSG00000132196.13
clu_45298 ENSG00000132196.13
clu_45297 ENSG00000132196.13
clu_45300 ENSG00000117152.13
clu_45301 ENSG00000143248.12
clu_45305 ENSG00000143228.12
clu_45304 ENSG00000143228.12
clu_45303 ENSG00000143228.12
clu_45307 ENSG00000143228.12
clu_45301 ENSG00000232995.7
clu_45310 ENSG00000185630.18
clu_45309 ENSG00000185630.18
clu_45308 ENSG00000185630.18
clu_45312 ENSG00000143198.12
clu_45311 ENSG00000143183.16
clu_45315 ENSG00000143179.14
clu_45314 ENSG00000143179.14
clu_45318 ENSG00000143157.11
clu_45319 ENSG00000143157.11
clu_45320 ENSG00000143157.11
clu_45322 ENSG00000152382.5
clu_45323 ENSG00000152382.5
clu_45330 ENSG00000197965.11
clu_45337 ENSG00000143164.15
clu_45336 ENSG00000143164.15
clu_45335 ENSG00000143164.15
clu_45334 ENSG00000143164.15
clu_45331 ENSG00000143158.10
clu_45339 ENSG00000143147.14
clu_45340 ENSG00000143155.12
clu_45343 ENSG00000213064.9
clu_45342 ENSG00000213064.9
clu_45346 ENSG00000143178.12
clu_45348 ENSG00000143196.4
clu_45349 ENSG00000143196.4
clu_45353 ENSG00000143156.13
clu_45352 ENSG00000143156.13
clu_45351 ENSG00000143156.13
clu_45350 ENSG00000143156.13
clu_45354 ENSG00000117475.13
clu_45355 ENSG00000117475.13
clu_45356 ENSG00000117475.13
clu_45362 ENSG00000117479.12
clu_45360 ENSG00000117479.12
clu_45361 ENSG00000117479.12
clu_45368 ENSG00000000460.16
clu_45369 ENSG00000000460.16
clu_45370 ENSG00000000460.16
clu_45372 ENSG00000000460.16
clu_45367 ENSG00000000460.16
clu_45366 ENSG00000000460.16
clu_45365 ENSG00000000460.16
clu_45363 ENSG00000171806.11
clu_45380 ENSG00000000457.13
clu_45378 ENSG00000000457.13
clu_45377 ENSG00000000457.13
clu_45376 ENSG00000000457.13
clu_45383 ENSG00000075945.12
clu_45381 ENSG00000075945.12
clu_45382 ENSG00000075945.12
clu_45386 ENSG00000120370.12
clu_45385 ENSG00000231407.5
clu_45389 ENSG00000116132.11
clu_45388 ENSG00000116132.11
clu_45390 ENSG00000007933.12
clu_45391 ENSG00000007933.12
clu_45392 ENSG00000007933.12
clu_45401 ENSG00000094963.13
clu_45400 ENSG00000094963.13
clu_45399 ENSG00000094963.13
clu_45402 ENSG00000010932.16
clu_45403 ENSG00000010932.16
clu_45405 ENSG00000076258.9
clu_45404 ENSG00000076258.9
clu_45413 ENSG00000117523.15
clu_45409 ENSG00000117523.15
clu_45412 ENSG00000117523.15
clu_45407 ENSG00000117523.15
clu_45411 ENSG00000117523.15
clu_45406 ENSG00000117523.15
clu_45416 ENSG00000117533.14
clu_45417 ENSG00000117533.14
clu_45414 ENSG00000117533.14
clu_45415 ENSG00000117533.14
clu_45421 ENSG00000010165.19
clu_45420 ENSG00000010165.19
clu_45418 ENSG00000010165.19
clu_45419 ENSG00000010165.19
clu_45424 ENSG00000230630.4
clu_45426 ENSG00000230630.4
clu_45427 ENSG00000135845.9
clu_45436 ENSG00000094975.13
clu_45435 ENSG00000094975.13
clu_45433 ENSG00000094975.13
clu_45434 ENSG00000094975.13
clu_45432 ENSG00000094975.13
clu_45429 ENSG00000094975.13
clu_45445 ENSG00000226375.1
clu_45445 ENSG00000117586.10
clu_45446 ENSG00000117586.10
clu_45447 ENSG00000203739.3
clu_45448 ENSG00000117592.8
clu_45453 ENSG00000076321.10
clu_45452 ENSG00000076321.10
clu_45451 ENSG00000076321.10
clu_45454 ENSG00000120334.15
clu_45460 ENSG00000117593.9
clu_45459 ENSG00000117593.9
clu_45461 ENSG00000117593.9
clu_45462 ENSG00000185278.15
clu_45458 ENSG00000234741.7
clu_45457 ENSG00000234741.7
clu_45456 ENSG00000234741.7
clu_45463 ENSG00000117601.13
clu_45469 ENSG00000135870.11
clu_45465 ENSG00000135870.11
clu_45468 ENSG00000135870.11
clu_45464 ENSG00000135870.11
clu_45463 ENSG00000135870.11
clu_45482 ENSG00000152061.23
clu_45481 ENSG00000152061.23
clu_45480 ENSG00000152061.23
clu_45479 ENSG00000152061.23
clu_45478 ENSG00000152061.23
clu_45477 ENSG00000152061.23
clu_45476 ENSG00000152061.23
clu_45475 ENSG00000152061.23
clu_45473 ENSG00000152061.23
clu_45472 ENSG00000152061.23
clu_45483 ENSG00000116161.17
clu_45486 ENSG00000120333.4
clu_45492 ENSG00000143207.19
clu_45493 ENSG00000143207.19
clu_45491 ENSG00000143207.19
clu_45490 ENSG00000143207.19
clu_45489 ENSG00000143207.19
clu_45501 ENSG00000116183.10
clu_45500 ENSG00000116183.10
clu_45498 ENSG00000116183.10
clu_45496 ENSG00000116183.10
clu_45515 ENSG00000120341.18
clu_45514 ENSG00000120341.18
clu_45511 ENSG00000120341.18
clu_45512 ENSG00000120341.18
clu_45505 ENSG00000120341.18
clu_45506 ENSG00000120341.18
clu_45507 ENSG00000120341.18
clu_45510 ENSG00000120341.18
clu_45515 ENSG00000242193.10
clu_45524 ENSG00000075391.16
clu_45523 ENSG00000075391.16
clu_45521 ENSG00000075391.16
clu_45522 ENSG00000075391.16
clu_45519 ENSG00000075391.16
clu_45518 ENSG00000075391.16
clu_45534 ENSG00000116191.17
clu_45533 ENSG00000116191.17
clu_45535 ENSG00000116191.17
clu_45530 ENSG00000116191.17
clu_45529 ENSG00000116191.17
clu_45528 ENSG00000116191.17
clu_45531 ENSG00000116194.12
clu_45532 ENSG00000116194.12
clu_45537 ENSG00000116199.11
clu_45538 ENSG00000116199.11
clu_45536 ENSG00000116199.11
clu_45540 ENSG00000186283.13
clu_45541 ENSG00000143322.19
clu_45544 ENSG00000143322.19
clu_45543 ENSG00000143322.19
clu_45542 ENSG00000143322.19
clu_45545 ENSG00000057252.12
clu_45546 ENSG00000057252.12
clu_45549 ENSG00000169905.12
clu_45548 ENSG00000169905.12
clu_45552 ENSG00000143337.18
clu_45551 ENSG00000143337.18
clu_45550 ENSG00000143337.18
clu_45559 ENSG00000135837.15
clu_45565 ENSG00000135837.15
clu_45566 ENSG00000135837.15
clu_45563 ENSG00000135837.15
clu_45562 ENSG00000135837.15
clu_45560 ENSG00000135837.15
clu_45561 ENSG00000135837.15
clu_45553 ENSG00000135837.15
clu_45557 ENSG00000135837.15
clu_45554 ENSG00000135837.15
clu_45555 ENSG00000135837.15
clu_45556 ENSG00000135837.15
clu_45571 ENSG00000230124.6
clu_45570 ENSG00000230124.6
clu_45574 ENSG00000143324.13
clu_45573 ENSG00000143324.13
clu_45577 ENSG00000135835.11
clu_45580 ENSG00000135823.13
clu_45579 ENSG00000135823.13
clu_45581 ENSG00000153029.14
clu_45582 ENSG00000153029.14
clu_45584 ENSG00000135821.17
clu_45586 ENSG00000135828.11
clu_45587 ENSG00000135828.11
clu_45589 ENSG00000135838.13
clu_45590 ENSG00000135838.13
clu_45593 ENSG00000135829.16
clu_45591 ENSG00000135829.16
clu_45595 ENSG00000135862.5
clu_45596 ENSG00000135862.5
clu_45608 ENSG00000058085.14
clu_45607 ENSG00000058085.14
clu_45604 ENSG00000058085.14
clu_45602 ENSG00000058085.14
clu_45603 ENSG00000058085.14
clu_45605 ENSG00000157064.10
clu_45620 ENSG00000116698.21
clu_45619 ENSG00000116698.21
clu_45618 ENSG00000116698.21
clu_45616 ENSG00000116698.21
clu_45615 ENSG00000116698.21
clu_45614 ENSG00000116698.21
clu_45612 ENSG00000116698.21
clu_45611 ENSG00000116698.21
clu_45613 ENSG00000116698.21
clu_45627 ENSG00000143344.15
clu_45625 ENSG00000143344.15
clu_45626 ENSG00000143344.15
clu_45623 ENSG00000143344.15
clu_45624 ENSG00000143344.15
clu_45628 ENSG00000198756.10
clu_45630 ENSG00000198860.11
clu_45632 ENSG00000116667.12
clu_45638 ENSG00000116406.18
clu_45639 ENSG00000116406.18
clu_45637 ENSG00000116406.18
clu_45636 ENSG00000116406.18
clu_45635 ENSG00000116406.18
clu_45634 ENSG00000116406.18
clu_45644 ENSG00000135842.16
clu_45643 ENSG00000135842.16
clu_45641 ENSG00000135842.16
clu_45646 ENSG00000121481.10
